Date/Time,Heating:DistrictHeating [J](TimeStep),Cooling:DistrictCooling [J](TimeStep),Cooling:EnergyTransfer [J](TimeStep) 
 12/25  00:03:00,0.0,0.0,0.0 
 12/25  00:06:00,0.0,0.0,0.0 
 12/25  00:09:00,1722.6129878865845,90000.0,85891.40593655762 
 12/25  00:12:00,0.0,0.0,0.0 
 12/25  00:15:00,0.0,0.0,0.0 
 12/25  00:18:00,0.0,0.0,0.0 
 12/25  00:21:00,0.0,0.0,0.0 
 12/25  00:24:00,0.0,0.0,0.0 
 12/25  00:27:00,0.0,36717.65212522976,26146.981950359703 
 12/25  00:30:00,0.0,0.0,0.0 
 12/25  00:33:00,0.0,0.0,0.0 
 12/25  00:36:00,0.0,55336.69483160768,39296.28557109704 
 12/25  00:39:00,0.0,0.0,0.0 
 12/25  00:42:00,0.0,0.0,0.0 
 12/25  00:45:00,0.0,0.0,0.0 
 12/25  00:48:00,0.0,8462.468703631806,6158.792480286322 
 12/25  00:51:00,0.0,0.0,0.0 
 12/25  00:54:00,0.0,0.0,0.0 
 12/25  00:57:00,0.0,7774.483798623066,5664.693218038158 
 12/25  01:00:00,0.0,0.0,0.0 
 12/25  01:03:00,0.0,0.0,0.0 
 12/25  01:06:00,0.0,0.0,0.0 
 12/25  01:09:00,0.0,0.0,0.0 
 12/25  01:12:00,0.0,0.0,0.0 
 12/25  01:15:00,0.0,0.0,0.0 
 12/25  01:18:00,0.0,0.0,0.0 
 12/25  01:21:00,0.0,0.0,0.0 
 12/25  01:24:00,0.0,0.0,0.0 
 12/25  01:27:00,0.0,0.0,0.0 
 12/25  01:30:00,0.0,0.0,0.0 
 12/25  01:33:00,0.0,0.0,0.0 
 12/25  01:36:00,0.0,0.0,0.0 
 12/25  01:39:00,0.0,0.0,0.0 
 12/25  01:42:00,0.0,0.0,0.0 
 12/25  01:45:00,0.0,0.0,0.0 
 12/25  01:48:00,0.0,0.0,0.0 
 12/25  01:51:00,0.0,0.0,0.0 
 12/25  01:54:00,0.0,0.0,0.0 
 12/25  01:57:00,0.0,0.0,0.0 
 12/25  02:00:00,0.0,0.0,0.0 
 12/25  02:03:00,0.0,0.0,0.0 
 12/25  02:06:00,0.0,0.0,0.0 
 12/25  02:09:00,0.0,0.0,0.0 
 12/25  02:12:00,0.0,0.0,0.0 
 12/25  02:15:00,0.0,0.0,0.0 
 12/25  02:18:00,0.0,0.0,0.0 
 12/25  02:21:00,0.0,0.0,0.0 
 12/25  02:24:00,0.0,0.0,0.0 
 12/25  02:27:00,0.0,0.0,0.0 
 12/25  02:30:00,0.0,0.0,0.0 
 12/25  02:33:00,0.0,0.0,0.0 
 12/25  02:36:00,0.0,0.0,0.0 
 12/25  02:39:00,0.0,0.0,0.0 
 12/25  02:42:00,0.0,0.0,0.0 
 12/25  02:45:00,0.0,0.0,0.0 
 12/25  02:48:00,0.0,0.0,0.0 
 12/25  02:51:00,0.0,0.0,0.0 
 12/25  02:54:00,0.0,0.0,0.0 
 12/25  02:57:00,0.0,0.0,0.0 
 12/25  03:00:00,0.0,0.0,0.0 
 12/25  03:03:00,0.0,0.0,0.0 
 12/25  03:06:00,0.0,0.0,0.0 
 12/25  03:09:00,0.0,0.0,0.0 
 12/25  03:12:00,0.0,0.0,0.0 
 12/25  03:15:00,0.0,0.0,0.0 
 12/25  03:18:00,0.0,0.0,0.0 
 12/25  03:21:00,0.0,0.0,0.0 
 12/25  03:24:00,0.0,0.0,0.0 
 12/25  03:27:00,0.0,0.0,0.0 
 12/25  03:30:00,0.0,0.0,0.0 
 12/25  03:33:00,0.0,0.0,0.0 
 12/25  03:36:00,0.0,0.0,0.0 
 12/25  03:39:00,0.0,0.0,0.0 
 12/25  03:42:00,0.0,0.0,0.0 
 12/25  03:45:00,0.0,0.0,0.0 
 12/25  03:48:00,0.0,0.0,0.0 
 12/25  03:51:00,0.0,0.0,0.0 
 12/25  03:54:00,0.0,0.0,0.0 
 12/25  03:57:00,0.0,0.0,0.0 
 12/25  04:00:00,0.0,0.0,0.0 
 12/25  04:03:00,0.0,0.0,0.0 
 12/25  04:06:00,0.0,0.0,0.0 
 12/25  04:09:00,0.0,0.0,0.0 
 12/25  04:12:00,0.0,0.0,0.0 
 12/25  04:15:00,0.0,0.0,0.0 
 12/25  04:18:00,0.0,0.0,0.0 
 12/25  04:21:00,0.0,0.0,0.0 
 12/25  04:24:00,0.0,0.0,0.0 
 12/25  04:27:00,0.0,0.0,0.0 
 12/25  04:30:00,0.0,0.0,0.0 
 12/25  04:33:00,0.0,0.0,0.0 
 12/25  04:36:00,0.0,0.0,0.0 
 12/25  04:39:00,0.0,0.0,0.0 
 12/25  04:42:00,0.0,0.0,0.0 
 12/25  04:45:00,0.0,0.0,0.0 
 12/25  04:48:00,0.0,0.0,0.0 
 12/25  04:51:00,0.0,0.0,0.0 
 12/25  04:54:00,0.0,0.0,0.0 
 12/25  04:57:00,0.0,0.0,0.0 
 12/25  05:00:00,0.0,0.0,0.0 
 12/25  05:03:00,0.0,0.0,0.0 
 12/25  05:06:00,0.0,0.0,0.0 
 12/25  05:09:00,0.0,0.0,0.0 
 12/25  05:12:00,0.0,0.0,0.0 
 12/25  05:15:00,0.0,0.0,0.0 
 12/25  05:18:00,0.0,0.0,0.0 
 12/25  05:21:00,0.0,0.0,0.0 
 12/25  05:24:00,0.0,0.0,0.0 
 12/25  05:27:00,0.0,0.0,0.0 
 12/25  05:30:00,0.0,0.0,0.0 
 12/25  05:33:00,0.0,0.0,0.0 
 12/25  05:36:00,0.0,0.0,0.0 
 12/25  05:39:00,0.0,0.0,0.0 
 12/25  05:42:00,0.0,0.0,0.0 
 12/25  05:45:00,0.0,0.0,0.0 
 12/25  05:48:00,0.0,0.0,0.0 
 12/25  05:51:00,0.0,0.0,0.0 
 12/25  05:54:00,0.0,0.0,0.0 
 12/25  05:57:00,0.0,0.0,0.0 
 12/25  06:00:00,0.0,0.0,0.0 
 12/25  06:03:00,0.0,0.0,0.0 
 12/25  06:06:00,0.0,0.0,0.0 
 12/25  06:09:00,0.0,0.0,0.0 
 12/25  06:12:00,0.0,0.0,0.0 
 12/25  06:15:00,0.0,0.0,0.0 
 12/25  06:18:00,0.0,0.0,0.0 
 12/25  06:21:00,0.0,0.0,0.0 
 12/25  06:24:00,0.0,0.0,0.0 
 12/25  06:27:00,0.0,0.0,0.0 
 12/25  06:30:00,0.0,0.0,0.0 
 12/25  06:33:00,0.0,0.0,0.0 
 12/25  06:36:00,0.0,0.0,0.0 
 12/25  06:39:00,0.0,0.0,0.0 
 12/25  06:42:00,0.0,0.0,0.0 
 12/25  06:45:00,0.0,0.0,0.0 
 12/25  06:48:00,0.0,0.0,0.0 
 12/25  06:51:00,0.0,0.0,0.0 
 12/25  06:54:00,0.0,0.0,0.0 
 12/25  06:57:00,0.0,0.0,0.0 
 12/25  07:00:00,0.0,0.0,0.0 
 12/25  07:03:00,0.0,0.0,0.0 
 12/25  07:06:00,0.0,0.0,0.0 
 12/25  07:09:00,0.0,0.0,0.0 
 12/25  07:12:00,0.0,0.0,0.0 
 12/25  07:15:00,0.0,0.0,0.0 
 12/25  07:18:00,0.0,0.0,0.0 
 12/25  07:21:00,0.0,0.0,0.0 
 12/25  07:24:00,0.0,0.0,0.0 
 12/25  07:27:00,0.0,0.0,0.0 
 12/25  07:30:00,0.0,0.0,0.0 
 12/25  07:33:00,0.0,0.0,0.0 
 12/25  07:36:00,0.0,0.0,0.0 
 12/25  07:39:00,0.0,0.0,0.0 
 12/25  07:42:00,0.0,0.0,0.0 
 12/25  07:45:00,0.0,0.0,0.0 
 12/25  07:48:00,0.0,0.0,0.0 
 12/25  07:51:00,0.0,0.0,0.0 
 12/25  07:54:00,0.0,0.0,0.0 
 12/25  07:57:00,0.0,0.0,0.0 
 12/25  08:00:00,0.0,0.0,0.0 
 12/25  08:03:00,0.0,0.0,0.0 
 12/25  08:06:00,0.0,0.0,0.0 
 12/25  08:09:00,0.0,0.0,0.0 
 12/25  08:12:00,0.0,0.0,0.0 
 12/25  08:15:00,0.0,0.0,0.0 
 12/25  08:18:00,0.0,0.0,0.0 
 12/25  08:21:00,0.0,0.0,0.0 
 12/25  08:24:00,0.0,0.0,0.0 
 12/25  08:27:00,0.0,0.0,0.0 
 12/25  08:30:00,0.0,0.0,0.0 
 12/25  08:33:00,0.0,0.0,0.0 
 12/25  08:36:00,0.0,0.0,0.0 
 12/25  08:39:00,0.0,0.0,0.0 
 12/25  08:42:00,0.0,0.0,0.0 
 12/25  08:45:00,0.0,0.0,0.0 
 12/25  08:48:00,0.0,0.0,0.0 
 12/25  08:51:00,0.0,0.0,0.0 
 12/25  08:54:00,0.0,0.0,0.0 
 12/25  08:57:00,0.0,0.0,0.0 
 12/25  09:00:00,0.0,0.0,0.0 
 12/25  09:03:00,0.0,0.0,0.0 
 12/25  09:06:00,0.0,0.0,0.0 
 12/25  09:09:00,0.0,0.0,0.0 
 12/25  09:12:00,0.0,0.0,0.0 
 12/25  09:15:00,0.0,0.0,0.0 
 12/25  09:18:00,0.0,0.0,0.0 
 12/25  09:21:00,0.0,0.0,0.0 
 12/25  09:24:00,0.0,0.0,0.0 
 12/25  09:27:00,0.0,0.0,0.0 
 12/25  09:30:00,0.0,23389.727841369375,15862.467679538502 
 12/25  09:33:00,0.0,0.0,0.0 
 12/25  09:36:00,0.0,0.0,0.0 
 12/25  09:39:00,0.0,17298.22203180827,11839.497748913744 
 12/25  09:42:00,0.0,0.0,0.0 
 12/25  09:45:00,0.0,65282.4367976175,44354.92758996509 
 12/25  09:48:00,0.0,0.0,0.0 
 12/25  09:51:00,0.0,0.0,0.0 
 12/25  09:54:00,0.0,0.0,0.0 
 12/25  09:57:00,0.0,40188.43719897962,27782.73413002352 
 12/25  10:00:00,0.0,0.0,0.0 
 12/25  10:03:00,0.0,0.0,0.0 
 12/25  10:06:00,0.0,20043.244086919523,14032.481855911123 
 12/25  10:09:00,0.0,0.0,0.0 
 12/25  10:12:00,0.0,59999.99999999999,52061.13406505956 
 12/25  10:15:00,0.0,0.0,0.0 
 12/25  10:18:00,0.0,0.0,0.0 
 12/25  10:21:00,6659.206563746895,59999.99999999998,57726.674864572684 
 12/25  10:24:00,0.0,0.0,0.0 
 12/25  10:27:00,10685.609546468953,90000.0,85190.70376313811 
 12/25  10:30:00,0.0,0.0,0.0 
 12/25  10:33:00,0.0,0.0,0.0 
 12/25  10:36:00,12497.239289248238,59999.99999999999,57038.923635993364 
 12/25  10:39:00,0.0,0.0,0.0 
 12/25  10:42:00,0.0,0.0,0.0 
 12/25  10:45:00,1103.8554353315112,60000.00000000001,57990.84406067059 
 12/25  10:48:00,0.0,0.0,0.0 
 12/25  10:51:00,0.0,0.0,0.0 
 12/25  10:54:00,14611.467177182909,59999.999999999985,56745.3355574832 
 12/25  10:57:00,0.0,0.0,0.0 
 12/25  11:00:00,0.0,88173.38128778494,61263.663893604826 
 12/25  11:03:00,0.0,0.0,0.0 
 12/25  11:06:00,12479.241362703071,90000.0,85962.07205775248 
 12/25  11:09:00,0.0,0.0,0.0 
 12/25  11:12:00,0.0,73603.65941911416,51483.57581209273 
 12/25  11:15:00,24722.701506456215,90000.00000000001,83706.43032912319 
 12/25  11:18:00,0.0,0.0,0.0 
 12/25  11:21:00,16734.58479766871,60000.0,56896.06348931998 
 12/25  11:24:00,0.0,0.0,0.0 
 12/25  11:27:00,10548.080926933464,59999.999999999985,57940.89436563534 
 12/25  11:30:00,0.0,0.0,0.0 
 12/25  11:33:00,12149.828330000164,59999.999999999956,57658.87484220994 
 12/25  11:36:00,0.0,0.0,0.0 
 12/25  11:39:00,15866.328600504763,60000.00000000001,56961.74980405237 
 12/25  11:42:00,0.0,0.0,0.0 
 12/25  11:45:00,21593.637070370703,60000.00000000001,55842.019729395135 
 12/25  11:48:00,0.0,0.0,0.0 
 12/25  11:51:00,0.0,53853.30156153557,37247.508346879775 
 12/25  11:54:00,0.0,0.0,0.0 
 12/25  11:57:00,18207.783790231704,89999.99999999996,84723.41315726953 
 12/25  12:00:00,0.0,0.0,0.0 
 12/25  12:03:00,14485.967382732564,90000.00000000001,86987.4830929186 
 12/25  12:06:00,0.0,0.0,0.0 
 12/25  12:09:00,0.0,90000.00000000001,55079.75915821515 
 12/25  12:12:00,71813.72597913221,89999.99999999991,79364.57611444213 
 12/25  12:15:00,29099.990913407924,59999.999999999985,56224.15025341767 
 12/25  12:18:00,45563.23447429544,89999.99999999999,80914.22487449613 
 12/25  12:21:00,20945.52934441683,59999.999999999985,56863.04104435109 
 12/25  12:24:00,42124.285310892425,90000.00000000003,81043.67690039241 
 12/25  12:27:00,19347.63704981838,59999.99999999999,56821.48568084628 
 12/25  12:30:00,39447.34528603382,90000.00000000001,80796.83776256992 
 12/25  12:33:00,19519.56482254243,60000.0,56495.489038352054 
 12/25  12:36:00,38321.5065340278,89999.99999999968,80196.71731895444 
 12/25  12:39:00,20623.958683763074,60000.0,55931.3076597405 
 12/25  12:42:00,14264.998232458194,59999.999999999985,56902.88695004426 
 12/25  12:45:00,11565.311793988041,59999.99999999999,57234.48864803767 
 12/25  12:48:00,10533.823833433595,60000.00000000001,57336.66111964965 
 12/25  12:51:00,10443.654102527384,60000.00000000001,57245.77021950534 
 12/25  12:54:00,10846.334566491643,59999.99999999992,57010.68557756627 
 12/25  12:57:00,11430.589916413508,59999.99999999994,56670.32443760715 
 12/25  13:00:00,11974.564621824535,60000.0,56254.77476089479 
 12/25  13:03:00,12335.668238792421,59999.99999999998,55791.53896399117 
 12/25  13:06:00,12646.896306808578,60000.0,55315.04982698254 
 12/25  13:09:00,12948.965520903095,60000.00000000002,54832.23641150409 
 12/25  13:12:00,12751.76975094395,119999.99999999993,88092.08384650598 
 12/25  13:15:00,18052.627293570516,59999.999999999956,56244.872444976696 
 12/25  13:18:00,19628.617246382943,60000.000000000044,55135.190678149775 
 12/25  13:21:00,80.09300842793891,90000.0,86133.70946907693 
 12/25  13:24:00,0.0,0.0,0.0 
 12/25  13:27:00,38231.72924842802,89999.99999999994,81166.93252824892 
 12/25  13:30:00,9153.332649961627,90000.0,85024.7654996241 
 12/25  13:33:00,0.0,0.0,0.0 
 12/25  13:36:00,28029.876480426014,89999.99999999991,87611.76108007961 
 12/25  13:39:00,11271.256530510429,59999.99999999986,56688.94474145532 
 12/25  13:42:00,0.0,82801.50371576718,55797.91048535128 
 12/25  13:45:00,18132.937872587463,89999.99999999994,86408.9101821007 
 12/25  13:48:00,51822.86214171087,89999.99999999994,81351.60117570838 
 12/25  13:51:00,16926.49295211715,89999.99999999999,82930.81367636175 
 12/25  13:54:00,0.0,180000.0,95022.22609435477 
 12/25  13:57:00,30172.546754726154,89999.99999999997,84530.47850527515 
 12/25  14:00:00,0.0,90000.0,84069.98471423495 
 12/25  14:03:00,0.0,0.0,0.0 
 12/25  14:06:00,72175.61029087758,89999.99999999999,88945.24448039624 
 12/25  14:09:00,18326.16472240667,89999.99999999994,84649.90142928767 
 12/25  14:12:00,0.0,75440.20312079792,51576.03225856634 
 12/25  14:15:00,44817.94657076882,90000.0,85922.99890186131 
 12/25  14:18:00,25703.572282497007,59999.99999999992,56408.70152916415 
 12/25  14:21:00,9958.420798248357,89999.99999999994,85967.19995264322 
 12/25  14:24:00,59097.65558836263,90000.00000000009,82524.97068372616 
 12/25  14:27:00,25257.05837307049,89999.99999999994,80922.0765686708 
 12/25  14:30:00,0.0,93548.63145135436,57587.9580559759 
 12/25  14:33:00,14009.08429706734,89999.99999999999,85360.53973997831 
 12/25  14:36:00,68325.71538726863,89999.9999999995,82418.16214394428 
 12/25  14:39:00,28831.272338488245,89999.99999999967,80017.63217492816 
 12/25  14:42:00,1789.2042039700527,60000.0,58464.14448675946 
 12/25  14:45:00,0.0,90000.00000000001,51046.480085677445 
 12/25  14:48:00,48799.193253947466,89999.99999999996,85939.72817475081 
 12/25  14:51:00,26559.930473312757,89999.99999999999,85926.53758511772 
 12/25  14:54:00,12534.364083445349,89999.9999999999,87833.86081167149 
 12/25  14:57:00,0.0,180000.0,110297.82107684771 
 12/25  15:00:00,37393.70995697352,89999.9999999998,85941.07962303598 
 12/25  15:03:00,26180.607095723615,90000.0,85523.33175580575 
 12/25  15:06:00,17694.529221654375,90000.00000000001,86479.05446332855 
 12/25  15:09:00,14065.20434797506,90000.0,87137.88842199155 
 12/25  15:12:00,12125.53648407002,90000.0,87592.2861875032 
 12/25  15:15:00,10982.313109177361,89999.99999999994,87921.25165213317 
 12/25  15:18:00,5879.492272258635,90000.0,88151.29637002666 
 12/25  15:21:00,0.0,180000.00000000003,135970.93234642333 
 12/25  15:24:00,20404.65605235451,90000.00000000001,87895.24135100495 
 12/25  15:27:00,72471.52536320405,180000.00000000003,168411.48908524428 
 12/25  15:30:00,10383.888550654183,90000.0,88305.53274653152 
 12/25  15:33:00,12456.949972929922,89999.99999999999,88090.88164572221 
 12/25  15:36:00,0.0,180000.0,101580.45217101523 
 12/25  15:39:00,55985.02820583484,90000.0,85472.96628951709 
 12/25  15:42:00,37979.88119171454,89999.9999999999,84805.4017684818 
 12/25  15:45:00,26033.90049706976,90000.00000000001,85649.51436637518 
 12/25  15:48:00,21263.791315674032,89999.99999999987,86206.53614734791 
 12/25  15:51:00,18926.386623326354,89999.99999999996,86581.49209209818 
 12/25  15:54:00,17682.439975679572,90000.00000000001,86854.43506586166 
 12/25  15:57:00,17111.04419081405,90000.00000000001,87048.38142115688 
 12/25  16:00:00,16969.42042708994,90000.0,87179.98264902222 
 12/25  16:03:00,16942.686589974855,89999.99999999997,87277.06723036713 
 12/25  16:06:00,16887.377307942985,90000.0,87362.41046385333 
 12/25  16:09:00,16808.00004020532,90000.0,87439.76499911794 
 12/25  16:12:00,16711.77284531502,89999.99999999999,87510.53594071191 
 12/25  16:15:00,16600.751759992647,89999.99999999999,87576.17341953098 
 12/25  16:18:00,16475.62316635835,89999.99999999994,87637.8715815295 
 12/25  16:21:00,16338.51859812259,90000.0,87696.46190763649 
 12/25  16:24:00,16190.726769643754,89999.99999999999,87752.56532140209 
 12/25  16:27:00,16039.117299070256,90000.0,87806.08835349939 
 12/25  16:30:00,15885.42142625417,90000.0,87857.1028240074 
 12/25  16:33:00,15756.918111324443,89999.99999999996,87903.4522878527 
 12/25  16:36:00,15662.766120066983,89999.99999999997,87943.11681021162 
 12/25  16:39:00,15599.600511437218,89999.99999999996,87976.09595571921 
 12/25  16:42:00,15564.265439196271,90000.0,88002.76157163962 
 12/25  16:45:00,15555.01781819522,89999.99999999999,88023.35364778273 
 12/25  16:48:00,15592.90331856271,90000.0,88036.1088055612 
 12/25  16:51:00,15696.544589419349,89999.99999999999,88038.30448392048 
 12/25  16:54:00,15859.983857739684,89999.99999999993,88029.5232641136 
 12/25  16:57:00,16069.143676665637,89999.99999999993,88010.75316482525 
 12/25  17:00:00,16312.124349638541,89999.99999999999,87983.11417822466 
 12/25  17:03:00,16205.442556929163,90000.0,87980.2153076186 
 12/25  17:06:00,15750.5773814462,89999.99999999999,88023.97327384842 
 12/25  17:09:00,14751.675362907024,89999.99999999994,88105.66166609692 
 12/25  17:12:00,6801.7589870966385,89999.99999999999,88216.02626947037 
 12/25  17:15:00,0.0,89999.99999999997,87012.00730920144 
 12/25  17:18:00,12444.904628932974,90000.00000000001,88177.53386372751 
 12/25  17:21:00,0.0,90000.0,85023.60587130375 
 12/25  17:24:00,23961.59358849708,89999.99999999999,87827.79378641603 
 12/25  17:27:00,8496.56586098952,89999.99999999997,88191.72805609334 
 12/25  17:30:00,0.0,179999.99999999997,129862.02754720453 
 12/25  17:33:00,34808.968231256156,90000.00000000001,87656.8130892529 
 12/25  17:36:00,26411.850591713777,89999.99999999999,87515.76599816834 
 12/25  17:39:00,0.0,179999.99999999997,111712.5371723816 
 12/25  17:42:00,57567.023591642224,89999.99999999999,86266.55471057916 
 12/25  17:45:00,36511.6228423504,89999.99999999999,86309.79103765167 
 12/25  17:48:00,21325.53833001993,89999.99999999994,87475.87653561527 
 12/25  17:51:00,0.0,89999.99999999999,78517.61289650892 
 12/25  17:54:00,34519.86334287114,90000.0,86667.08911991469 
 12/25  17:57:00,20880.292595449748,89999.99999999999,87591.04488906408 
 12/25  18:00:00,0.0,180000.0,120653.94205169936 
 12/25  18:03:00,39411.134084084675,90000.0,86956.4972134105 
 12/25  18:06:00,23347.28410797731,89999.99999999999,87415.36518871429 
 12/25  18:09:00,0.0,179999.99999999997,121957.60077701522 
 12/25  18:12:00,30256.113695483218,90000.0,87668.89643485376 
 12/25  18:15:00,0.0,89999.99999999999,67339.9069042733 
 12/25  18:18:00,68842.5507199087,90000.0,84689.20801102593 
 12/25  18:21:00,30576.325779421728,89999.99999999987,86487.45130834954 
 12/25  18:24:00,0.0,180000.0,109575.40131299202 
 12/25  18:27:00,48102.16456483074,90000.0,86130.13326391634 
 12/25  18:30:00,18346.46130654532,90000.0,87643.97805734011 
 12/25  18:33:00,0.0,40391.76093645421,29317.450123687202 
 12/25  18:36:00,0.0,90000.0,55383.208095831615 
 12/25  18:39:00,65217.0023405705,60000.000000000015,55988.40218186639 
 12/25  18:42:00,26413.40065838885,90000.00000000001,85280.67218309049 
 12/25  18:45:00,106377.72305774623,90000.00000000009,82250.65949171284 
 12/25  18:48:00,38896.41292782995,90000.00000000001,81708.97295832004 
 12/25  18:51:00,39056.72691195925,60000.00000000001,55471.072201010174 
 12/25  18:54:00,17981.34830633285,90000.00000000001,84101.50863199265 
 12/25  18:57:00,0.0,0.0,0.0 
 12/25  19:00:00,14163.115984229848,90000.0,85862.72979530803 
 12/25  19:03:00,0.0,0.0,0.0 
 12/25  19:06:00,0.0,60232.24785988233,42200.990407302765 
 12/25  19:09:00,80917.56143033513,90000.00000000001,84604.2564088239 
 12/25  19:12:00,37477.51096578668,59999.99999999995,55973.61903500983 
 12/25  19:15:00,0.0,89999.99999999999,86523.75504827706 
 12/25  19:18:00,0.0,0.0,0.0 
 12/25  19:21:00,95382.86996796024,89999.99999999994,80632.21725989065 
 12/25  19:24:00,25961.483968021224,89999.99999999999,83299.9694595391 
 12/25  19:27:00,0.0,0.0,0.0 
 12/25  19:30:00,56657.753239883474,90000.00000000001,86756.424721741 
 12/25  19:33:00,22204.427599147828,59999.99999999997,56225.09322656675 
 12/25  19:36:00,0.0,89999.99999999999,57393.84513648655 
 12/25  19:39:00,0.0,137595.33793156553,95564.22505876595 
 12/25  19:42:00,26603.113412605246,89999.99999999994,86720.85424318447 
 12/25  19:45:00,0.0,0.0,0.0 
 12/25  19:48:00,24370.29426661563,59999.99999999994,57766.737553200175 
 12/25  19:51:00,31892.67136864389,59999.99999999996,57316.66219173045 
 12/25  19:54:00,37510.15309542426,59999.999999999985,56467.87806471293 
 12/25  19:57:00,37020.591835695115,59999.99999999998,55948.04134624997 
 12/25  20:00:00,34147.53499993754,59999.999999999935,55685.209041908325 
 12/25  20:03:00,30745.476363683196,60000.0,55623.848122118434 
 12/25  20:06:00,27396.522998155193,60000.00000000001,55726.81589348015 
 12/25  20:09:00,24287.840655456806,59999.99999999999,55980.45377944192 
 12/25  20:12:00,21393.68419459253,59999.99999999993,56353.309272630046 
 12/25  20:15:00,18514.59411181878,59999.99999999992,56832.20351615993 
 12/25  20:18:00,15423.794232250413,60000.0,57410.93961580857 
 12/25  20:21:00,37911.0850600633,89999.99999999997,80948.2916802155 
 12/25  20:24:00,18539.993547835908,60000.00000000001,56651.502889663105 
 12/25  20:27:00,37935.328881310386,89999.99999999996,80679.38656690999 
 12/25  20:30:00,18431.726923065646,59999.99999999992,56610.32940721334 
 12/25  20:33:00,36692.09545606179,89999.99999999983,80838.62951691297 
 12/25  20:36:00,16705.754811911145,60000.00000000001,56875.58318469069 
 12/25  20:39:00,34023.4729120616,89999.99999999991,81385.191573242 
 12/25  20:42:00,13593.097731106529,59999.99999999995,57423.966326900365 
 12/25  20:45:00,0.0,100228.24000714764,69500.88080588754 
 12/25  20:48:00,0.0,0.0,0.0 
 12/25  20:51:00,66229.51291899508,89999.99999999988,79632.34185279199 
 12/25  20:54:00,0.0,0.0,0.0 
 12/25  20:57:00,0.0,88770.41752309861,61505.3910280509 
 12/25  21:00:00,0.0,0.0,0.0 
 12/25  21:03:00,57459.33215420717,89999.99999999999,79442.4817655041 
 12/25  21:06:00,0.0,98324.0076331979,68836.20215528335 
 12/25  21:09:00,0.0,0.0,0.0 
 12/25  21:12:00,32964.011226741684,65717.61173646989,60084.465707843665 
 12/25  21:15:00,0.0,0.0,0.0 
 12/25  21:18:00,0.0,0.0,0.0 
 12/25  21:21:00,0.0,42368.75754496472,30122.11105116055 
 12/25  21:24:00,0.0,0.0,0.0 
 12/25  21:27:00,0.0,60000.000000000015,51074.19472541101 
 12/25  21:30:00,0.0,0.0,0.0 
 12/25  21:33:00,36962.27964276518,89999.99999999991,84453.14963637761 
 12/25  21:36:00,0.0,0.0,0.0 
 12/25  21:39:00,30329.007967464488,59999.99999999996,56275.47352664293 
 12/25  21:42:00,0.0,0.0,0.0 
 12/25  21:45:00,14908.13413798347,60000.0,57891.39486493462 
 12/25  21:48:00,0.0,0.0,0.0 
 12/25  21:51:00,0.0,59999.99999999999,38300.4307721774 
 12/25  21:54:00,0.0,0.0,0.0 
 12/25  21:57:00,23188.06547300532,64627.878308786254,60110.007286509244 
 12/25  22:00:00,0.0,0.0,0.0 
 12/25  22:03:00,24310.297888540765,64324.98702550485,59513.55990617382 
 12/25  22:06:00,29825.69028175712,89999.99999999999,83612.77405922583 
 12/25  22:09:00,0.0,0.0,0.0 
 12/25  22:12:00,7348.845586967425,60000.0,58050.652356605686 
 12/25  22:15:00,0.0,0.0,0.0 
 12/25  22:18:00,19117.71629908715,89999.99999999999,85565.5373536124 
 12/25  22:21:00,0.0,0.0,0.0 
 12/25  22:24:00,24197.656212032518,59999.99999999998,55906.11309547979 
 12/25  22:27:00,0.0,78419.3969606873,55344.87369048018 
 12/25  22:30:00,0.0,0.0,0.0 
 12/25  22:33:00,0.0,90000.0,68135.25045603118 
 12/25  22:36:00,0.0,0.0,0.0 
 12/25  22:39:00,0.0,33535.14242954622,24094.92581388574 
 12/25  22:42:00,0.0,0.0,0.0 
 12/25  22:45:00,0.0,56902.521055714235,40661.946863677505 
 12/25  22:48:00,0.0,0.0,0.0 
 12/25  22:51:00,0.0,0.0,0.0 
 12/25  22:54:00,733.9765919148658,59999.99999999999,58149.18961372427 
 12/25  22:57:00,0.0,0.0,0.0 
 12/25  23:00:00,0.0,0.0,0.0 
 12/25  23:03:00,0.0,59999.99999999999,40108.83729224413 
 12/25  23:06:00,0.0,0.0,0.0 
 12/25  23:09:00,0.0,27379.911145500588,20178.82128831426 
 12/25  23:12:00,0.0,90000.00000000001,65246.16405186272 
 12/25  23:15:00,0.0,0.0,0.0 
 12/25  23:18:00,0.0,89999.99999999999,61881.566568731934 
 12/25  23:21:00,0.0,0.0,0.0 
 12/25  23:24:00,0.0,95014.51114155266,69223.39457953877 
 12/25  23:27:00,0.0,0.0,0.0 
 12/25  23:30:00,0.0,0.0,0.0 
 12/25  23:33:00,0.0,0.0,0.0 
 12/25  23:36:00,0.0,74612.01093802389,54417.278644105594 
 12/25  23:39:00,0.0,0.0,0.0 
 12/25  23:42:00,0.0,0.0,0.0 
 12/25  23:45:00,0.0,0.0,0.0 
 12/25  23:48:00,0.0,73112.40232758888,53251.20597811307 
 12/25  23:51:00,0.0,0.0,0.0 
 12/25  23:54:00,0.0,0.0,0.0 
 12/25  23:57:00,0.0,21183.50448313812,15734.545619151882 
 12/25  24:00:00,0.0,0.0,0.0 
